what,kind,bundleId,bundleVersion,description,time
activated,view,com.android.ide.eclipse.ddms,20.0.3.v201208082019-427395,"com.android.ide.eclipse.ddms.views.LogCatView",1346167251593
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1346167280363
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346167314616
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346167350674
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RunLast",1346167351838
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346167456547
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346168658772
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1346168662109
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1346168662199
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1346168681450
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346168710533
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346168732570
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346168735453
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346168793351
started,bundle,org.eclipse.wst.sse.ui,1.3.2.v201201041522,"org.eclipse.wst.sse.ui",1346168793512
started,bundle,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui",1346168793513
started,bundle,org.eclipse.wst.xml.core,1.1.602.v201201091944,"org.eclipse.wst.xml.core",1346168794425
started,bundle,org.eclipse.wst.common.uriresolver,1.1.401.v201004280700,"org.eclipse.wst.common.uriresolver",1346168794573
started,bundle,org.eclipse.wst.validation,1.2.303.v201202090300,"org.eclipse.wst.validation",1346168794929
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.201.v201201101553,"org.eclipse.wst.common.project.facet.core",1346168794944
started,bundle,org.eclipse.wst.dtd.ui,1.0.600.v201103171359,"org.eclipse.wst.dtd.ui",1346168795074
started,bundle,org.eclipse.emf.common,2.7.0.v20120127-1122,"org.eclipse.emf.common",1346168795123
opened,editor,com.android.ide.eclipse.adt,20.0.3.v201208082019-427395,"com.android.ide.eclipse.editors.CommonXmlEditor",1346168796057
started,bundle,org.eclipse.m2e.editor.xml,1.0.200.20111228-1245,"org.eclipse.m2e.editor.xml",1346168796142
activated,editor,com.android.ide.eclipse.adt,20.0.3.v201208082019-427395,"com.android.ide.eclipse.editors.CommonXmlEditor",1346168796316
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1346168800914
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RunLast",1346168802415
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1346168806966
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346168845830
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346168949007
activated,view,com.android.ide.eclipse.ddms,20.0.3.v201208082019-427395,"com.android.ide.eclipse.ddms.views.LogCatView",1346168949122
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346168951597
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346169659578
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1346169659750
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346169665705
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.open.hierarchy",1346169665764
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346170508266
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346170549035
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.open.hierarchy",1346170549067
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346170686310
started,bundle,org.eclipse.mylyn.java.tasks,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.tasks",1346170693050
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1346170693539
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1346170697747
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346170700546
